Question:
Can you provide the highest benchmark result, including the metric and score, for the Ball in cup, catch (DMControl100k) dataset?

Generated SPARQL:
 SELECT?metric?metric_lbl (MAX(?value) AS?score)
     WHERE {
      ?dataset       a                orkgc:Dataset;
                      rdfs:label      ?dataset_lbl.
       FILTER (str(?dataset_lbl) = "Ball in cup, catch (DMControl100k)")
      ?benchmark      orkgp:HAS_DATASET      ?dataset.
      ?cont          orkgp:HAS_BENCHMARK     ?benchmark.
      ?eval          orkgp:HAS_VALUE         ?cont?value.
       OPTIONAL {?cont      orkgp:HAS_METRIC         ?metric.
                ?metric      rdfs:label              ?metric_lbl.}
      ?paper        orkgp:PAPER               ?cont.
      ?author      orkgp:AUTHOR             ?paper.
      ?author      rdfs:label                ?author_lbl.
      ?author      orkgp:PUBLISHER          ?publisher.
       OPTIONAL {?publisher      rdfs:label              ?publisher_lbl.}
      ?metric      orkgp:HAS_METRIC         ?metric.
      ?metric      rdfs:label              ?metric_lbl.
      ?metric      orkgp:HAS_VALUE         ?cont?value.
      ?value       rdfs:label              ?value_lbl.
      ?value       orkgp:VALUE             ?val.
       BIND(xsd:float(?val) AS?value)
      ?cont          orkgp:HAS_METRIC         ?metric.
      ?cont          orkgp:HAS_VALUE         ?val.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkgp:HAS_VALUE         ?value.
      ?cont          orkg
